match_id,player_slot,hero_id,kills,deaths,assists,gold_per_min,xp_per_min,last_hits,denies,hero_damage,tower_damage,hero_healing,level
8565363948,3,34,8,6,22,920,1065,782,15,64168,196,0,29,2025-11-18 22:28:00
8565363948,4,120,7,10,26,638,1096,522,14,33120,2248,0,30,2025-11-18 22:28:00
8565363948,128,49,17,7,16,752,1013,558,8,47622,12282,125,29,2025-11-18 22:28:00
8565363948,129,98,13,7,12,593,875,413,5,33896,3582,0,28,2025-11-18 22:28:00
8565363948,130,40,5,10,25,601,612,480,2,54267,8683,0,25,2025-11-18 22:28:00
8565363948,131,121,4,9,25,321,518,45,3,11917,26,537,23,2025-11-18 22:28:00
8565363948,132,100,6,11,22,311,603,52,0,12400,286,400,25,2025-11-18 22:28:00
8565362901,0,30,2,8,7,204,229,12,0,6896,205,3099,11,2025-11-18 22:28:01
8565362901,1,5,1,7,11,254,321,48,0,7922,131,0,14,2025-11-18 22:28:01
8565362901,2,49,1,4,2,455,547,297,8,9247,0,0,19,2025-11-18 22:28:01
8565362901,3,101,5,12,2,330,395,96,5,12162,266,0,16,2025-11-18 22:28:01
8565362901,4,14,4,7,9,333,379,122,9,8186,138,0,15,2025-11-18 22:28:01
8565362901,128,26,9,2,16,379,474,38,2,9217,3112,0,17,2025-11-18 22:28:01
8565362901,129,7,6,5,16,519,582,192,20,12618,5923,0,19,2025-11-18 22:28:01
8565362901,130,121,4,2,24,353,494,43,0,16196,1109,206,18,2025-11-18 22:28:01
8565362901,131,86,11,4,13,581,597,206,12,23625,3188,79,19,2025-11-18 22:28:01
8565362901,132,1,7,2,7,663,773,306,22,10954,14169,400,22,2025-11-18 22:28:01
8565426161,0,52,23,5,15,711,948,257,2,39748,2846,0,25,2025-11-18 22:28:29
8565426161,1,64,8,6,30,441,612,93,0,15183,6239,525,20,2025-11-18 22:28:29
8565426161,2,8,7,3,8,733,1024,400,8,18754,10970,5023,25,2025-11-18 22:28:29
8565426161,3,81,13,9,11,574,996,179,12,25175,797,0,25,2025-11-18 22:28:29
8565426161,4,128,7,3,29,435,624,89,5,17730,1084,1875,20,2025-11-18 22:28:29
8565426161,128,34,1,14,19,509,651,247,2,29122,0,289,21,2025-11-18 22:28:29
8565426161,129,120,6,11,5,548,837,250,11,14008,0,0,23,2025-11-18 22:28:29
8565426161,130,31,4,14,16,366,380,52,5,20378,0,0,15,2025-11-18 22:28:29
8565426161,131,87,2,11,17,358,518,76,1,17934,0,0,18,2025-11-18 22:28:29
8565426161,132,104,11,9,7,463,630,158,3,26781,0,1253,20,2025-11-18 22:28:29
8565363948,0,114,18,4,19,717,1109,583,26,68330,10814,0,30,2025-11-18 22:28:30
8565363948,1,45,7,10,29,407,603,121,1,28239,7028,22052,25,2025-11-18 22:28:30
8565363948,2,26,4,15,17,326,469,93,0,14932,649,975,22,2025-11-18 22:28:30
8565363948,3,34,8,6,22,920,1065,782,15,64168,196,0,29,2025-11-18 22:28:30
8565363948,4,120,7,10,26,638,1096,522,14,33120,2248,0,30,2025-11-18 22:28:30
8565363948,128,49,17,7,16,752,1013,558,8,47622,12282,125,29,2025-11-18 22:28:30
8565363948,129,98,13,7,12,593,875,413,5,33896,3582,0,28,2025-11-18 22:28:30
8565363948,130,40,5,10,25,601,612,480,2,54267,8683,0,25,2025-11-18 22:28:30
8565363948,131,121,4,9,25,321,518,45,3,11917,26,537,23,2025-11-18 22:28:30
8565363948,132,100,6,11,22,311,603,52,0,12400,286,400,25,2025-11-18 22:28:30
8565362901,0,30,2,8,7,204,229,12,0,6896,205,3099,11,2025-11-18 22:28:31
8565362901,1,5,1,7,11,254,321,48,0,7922,131,0,14,2025-11-18 22:28:31
8565362901,2,49,1,4,2,455,547,297,8,9247,0,0,19,2025-11-18 22:28:31
8565362901,3,101,5,12,2,330,395,96,5,12162,266,0,16,2025-11-18 22:28:31
8565362901,4,14,4,7,9,333,379,122,9,8186,138,0,15,2025-11-18 22:28:31
8565362901,128,26,9,2,16,379,474,38,2,9217,3112,0,17,2025-11-18 22:28:31
8565362901,129,7,6,5,16,519,582,192,20,12618,5923,0,19,2025-11-18 22:28:31
8565362901,130,121,4,2,24,353,494,43,0,16196,1109,206,18,2025-11-18 22:28:31
8565362901,131,86,11,4,13,581,597,206,12,23625,3188,79,19,2025-11-18 22:28:31
8565362901,132,1,7,2,7,663,773,306,22,10954,14169,400,22,2025-11-18 22:28:31
